,city,district,neighborhood,condition,type,rooms,area_m2,lift,views,floor,prices
1080,Barcelona,Sants-Montjuïc,Sants,good condition,Flat,3,150,Yes,interior,ground floor,239000
1081,Barcelona,Sant Martí,el Besòs i el Maresme,good condition,Flat,3,71,Yes,exterior, floor 7,179000
1082,Barcelona,Sant Andreu,la Sagrera,good condition,Flat,3,104,Yes,exterior, floor 2,588000
1083,Barcelona,Sant Andreu,la Sagrera,good condition,Flat,2,56,Yes,exterior,ground floor,242000
1084,Barcelona,Sant Andreu,la Sagrera,good condition,Flat,3,104,Yes,exterior,ground floor,523000
1085,Barcelona,Sant Andreu,la Sagrera,good condition,Flat,3,62,Yes,exterior, floor 4,188000
1086,Barcelona,Sant Martí,el Clot,good condition,Flat,3,77,Yes,exterior, floor 2,325000
1087,Barcelona,Sarrià-Sant Gervasi,les Tres Torres,good condition,Flat,1,120,No,exterior,ground floor,380000
1088,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,4,600,Yes,exterior, floor 9,12000000
1089,Barcelona,Nou Barris,Vilapicina i la Torre Llobeta,good condition,Flat,2,49,Yes,exterior, floor 8,167000
1090,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,2,63,No,exterior,ground floor,195000
1091,Barcelona,Les Corts,la Maternitat i Sant Ramon,good condition,Penthouse,2,95,Yes,exterior, floor 8,480000
1092,Barcelona,Sants-Montjuïc,Sants - Badal,good condition,Flat,3,75,No,exterior, floor 1,250000
1093,Barcelona,Sants-Montjuïc,Hostafrancs,good condition,Flat,3,76,Yes,exterior, floor 3,269000
1094,Barcelona,Sant Martí,Provençals del Poblenou,good condition,Flat,4,75,Yes,exterior, floor 4,195000
1095,Barcelona,Sant Martí,el Poblenou,good condition,Flat,3,73,Yes,exterior, floor 2,399000
1096,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,good condition,Penthouse,2,60,Yes,exterior, floor 5,260000
1097,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,133,Yes,exterior, floor 5,850000
1098,Barcelona,Gràcia,la Vila de Gràcia,good condition,Flat,3,79,Yes,exterior, floor 1,445000
1099,Barcelona,Ciutat Vella,el Raval,good condition,Flat,1,40,No,exterior, floor 2,170000
1100,Barcelona,Ciutat Vella,el Raval,good condition,Flat,2,59,No,exterior,mezzanine,230000
1101,Barcelona,Les Corts,la Maternitat i Sant Ramon,good condition,Detached,5,234,No,exterior,Multiple,840000
1102,Barcelona,Ciutat Vella,el Raval,good condition,Flat,2,61,No,exterior, floor 3,227000
1103,Barcelona,Ciutat Vella,el Raval,good condition,Flat,1,49,No,exterior,mezzanine,180000
1104,Barcelona,Sant Martí,Provençals del Poblenou,good condition,Flat,3,93,Yes,exterior, floor 3,375000
1105,Barcelona,Sant Martí,Sant Martí de Provençals,good condition,Flat,3,90,Yes,exterior, floor 6,285000
1106,Barcelona,Eixample,Sant Antoni,good condition,Flat,4,109,Yes,exterior, floor 1,460000
1107,Barcelona,Sants-Montjuïc,la Bordeta,good condition,Flat,3,60,Yes,exterior, floor 3,220000
1108,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Duplex,2,156,Yes,exterior, floor 4,1900000
1109,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,149,Yes,exterior, floor 1,1200000
1110,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,149,Yes,exterior,mezzanine,1325000
1111,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,113,Yes,exterior,mezzanine,415000
1112,Barcelona,Gràcia,la Vila de Gràcia,good condition,Flat,4,93,Yes,exterior,mezzanine,350000
1113,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,5,97,Yes,exterior, floor 3,440000
1114,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,good condition,Flat,3,85,No,exterior, floor 2,290000
1115,Barcelona,Horta-Guinardó,el Baix Guinardó,good condition,Flat,6,132,Yes,exterior, floor 3,389000
1116,Barcelona,Sant Andreu,el Congrés i els Indians,good condition,Flat,4,101,Yes,exterior, floor 4,298000
1117,Barcelona,Sants-Montjuïc,Hostafrancs,good condition,Flat,2,63,Yes,interior, floor 1,310000
1118,Barcelona,Sants-Montjuïc,Sants,good condition,Flat,3,91,Yes,exterior,mezzanine,430000
1119,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,2,75,Yes,exterior,mezzanine,363400
1120,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,88,Yes,exterior,mezzanine,445500
1121,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,2,80,Yes,exterior, floor 2,319000
1122,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,good condition,Flat,3,91,Yes,exterior, floor 4,340000
1123,Barcelona,Sant Martí,el Poblenou,good condition,Flat,2,75,Yes,exterior, floor 5,395000
1124,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,109,Yes,exterior, floor 2,445000
1125,Barcelona,Nou Barris,Ciutat Meridiana,good condition,Flat,3,65,Yes,exterior, floor 3,135000
1126,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,5,220,Yes,exterior, floor 5,1100000
1127,Barcelona,Ciutat Vella,el Raval,good condition,Flat,2,85,No,exterior, floor 5,234000
1128,Barcelona,Sant Martí,el Clot,good condition,Flat,4,86,Yes,exterior, floor 5,339000
1129,Barcelona,Eixample,Sant Antoni,good condition,Flat,3,87,Yes,exterior, floor 1,365000
1130,Barcelona,Ciutat Vella,el Raval,good condition,Flat,4,84,Yes,exterior, floor 2,297069
1131,Barcelona,Eixample,la Sagrada Família,good condition,Flat,3,88,Yes,exterior, floor 5,399000
1132,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,good condition,Flat,3,99,Yes,exterior, floor 2,299800
1133,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Duplex,4,274,Yes,exterior, floor 5,839000
1134,Barcelona,Gràcia,la Vila de Gràcia,good condition,Flat,3,137,Yes,exterior, floor 3,575000
1135,Barcelona,Les Corts,Pedralbes,good condition,Flat,2,95,Yes,exterior, floor 1,479000
1136,Barcelona,Ciutat Vella,la Barceloneta,good condition,Flat,1,34,No,exterior,ground floor,165000
1137,Barcelona,Sant Martí,el Poblenou,good condition,Flat,2,70,Yes,exterior, floor 1,420000
1138,Barcelona,Sants-Montjuïc,la Font de la Guatlla,good condition,Flat,4,86,Yes,exterior, floor 6,335000
1139,Barcelona,Sants-Montjuïc,la Marina de Port,good condition,Flat,3,79,Yes,exterior, floor 2,253000
1140,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,2,63,No,exterior, floor 3,350000
1141,Barcelona,Gràcia,la Vila de Gràcia,good condition,Flat,2,70,Yes,exterior, floor 1,319000
1142,Barcelona,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,good condition,Flat,3,74,Yes,exterior, floor 3,260000
1143,Barcelona,Horta-Guinardó,la Teixonera,good condition,Flat,3,58,Yes,exterior, floor 1,196000
1144,Barcelona,Gràcia,el Camp d'en Grassot i Gràcia Nova,good condition,Flat,2,64,Yes,exterior, floor 1,275000
1145,Barcelona,Gràcia,la Vila de Gràcia,good condition,Flat,1,56,No,exterior, floor 3,320000
1146,Barcelona,Ciutat Vella,el Raval,good condition,Flat,3,71,No,exterior, floor 2,195000
1147,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,good condition,Flat,3,67,No,exterior, floor 2,289000
1148,Barcelona,Eixample,la Sagrada Família,good condition,Flat,4,122,Yes,exterior, floor 2,415000
1149,Barcelona,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,good condition,Flat,3,91,Yes,exterior, floor 4,290000
1150,Barcelona,Les Corts,les Corts,good condition,Flat,5,210,Yes,exterior, floor 1,1030000
1151,Barcelona,Sants-Montjuïc,la Font de la Guatlla,good condition,Flat,3,62,Yes,exterior, floor 2,250000
1152,Barcelona,Eixample,Sant Antoni,good condition,Flat,1,42,Yes,exterior, floor 2,228000
1153,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,3,117,Yes,exterior,mezzanine,840000
1154,Barcelona,Ciutat Vella,el Raval,good condition,Flat,2,76,Yes,exterior, floor 2,465000
1155,Barcelona,Ciutat Vella,el Raval,good condition,Flat,2,151,Yes,exterior,ground floor,565000
1156,Barcelona,Ciutat Vella,el Raval,good condition,Flat,2,84,Yes,exterior, floor 2,475000
1157,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,68,Yes,exterior, floor 5,470000
1158,Barcelona,Eixample,la Sagrada Família,good condition,Flat,3,62,Yes,exterior, floor 6,385000
1159,Barcelona,Ciutat Vella,el Raval,good condition,Flat,2,75,Yes,exterior, floor 1,319000
1160,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,3,80,Yes,interior, floor 5,415000
1161,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,4,230,Yes,exterior,mezzanine,2300000
1162,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,2,117,Yes,exterior, floor 2,595000
1163,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,177,Yes,exterior, floor 1,890000
1164,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,7,391,Yes,exterior, floor 4,1690000
1165,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,75,No,exterior, floor 3,298000
1166,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,4,135,Yes,exterior,mezzanine,795000
1167,Barcelona,Gràcia,el Camp d'en Grassot i Gràcia Nova,good condition,Flat,4,136,Yes,exterior, floor 2,475000
1168,Barcelona,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,good condition,Flat,3,141,Yes,exterior, floor 1,830000
1169,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,good condition,Flat,3,75,Yes,exterior, floor 1,230000
1170,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,132,Yes,interior, floor 5,1180000
1171,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,1,86,Yes,exterior, floor 5,870000
1172,Barcelona,Gràcia,la Vila de Gràcia,good condition,Flat,1,51,No,exterior, floor 1,350000
1173,Barcelona,Sant Martí,el Poblenou,good condition,Flat,1,41,No,exterior, floor 2,177000
1174,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Flat,2,299,Yes,exterior, floor 7,3500000
1175,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,139,Yes,exterior, floor 4,1570000
1176,Barcelona,Horta-Guinardó,el Baix Guinardó,good condition,Flat,3,54,Yes,exterior, floor 1,250000
1177,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,3,85,Yes,exterior, floor 6,380000
1178,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,4,140,Yes,exterior, floor 4,530000
1179,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,129,Yes,exterior, floor 2,685000
1180,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,1,111,No,exterior, floor 1,550000
1181,Barcelona,Nou Barris,la Prosperitat,good condition,Penthouse,3,66,Yes,exterior, floor 5,295000
1182,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,good condition,Flat,1,73,Yes,exterior,mezzanine,310000
1183,Barcelona,Sant Martí,Sant Martí de Provençals,good condition,Flat,2,83,Yes,exterior, floor 8,235000
1184,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,good condition,Flat,3,68,No,exterior, floor 3,152000
1185,Barcelona,Sant Martí,la Verneda i la Pau,good condition,Flat,3,76,Yes,exterior, floor 5,169000
1186,Barcelona,Gràcia,la Vila de Gràcia,good condition,Flat,2,68,Yes,exterior, floor 2,245000
1187,Barcelona,Sants-Montjuïc,Sants,good condition,Flat,4,126,Yes,exterior, floor 1,359000
1188,Barcelona,Ciutat Vella,el Raval,good condition,Flat,2,75,Yes,exterior, floor 1,280000
1189,Barcelona,Sarrià-Sant Gervasi,Sarrià,good condition,Flat,2,86,Yes,exterior, floor 2,400000
1190,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,2,64,Yes,exterior, floor 2,200000
1191,Barcelona,Nou Barris,Porta,good condition,Penthouse,3,68,Yes,exterior, floor 6,200000
1192,Barcelona,Sants-Montjuïc,la Marina de Port,good condition,Flat,4,110,Yes,exterior, floor 10,360000
1193,Barcelona,Nou Barris,Porta,good condition,Flat,2,55,Yes,exterior, floor 2,170000
1194,Barcelona,Les Corts,les Corts,good condition,Flat,4,144,Yes,exterior, floor 2,670000
1195,Barcelona,Sant Martí,el Clot,good condition,Flat,2,84,Yes,exterior, floor 6,425000
1196,Barcelona,Nou Barris,Porta,good condition,Duplex,2,125,Yes,exterior,ground floor,449000
1197,Barcelona,Sant Martí,el Clot,good condition,Duplex,3,179,Yes,exterior,ground floor,538000
1198,Barcelona,Sarrià-Sant Gervasi,les Tres Torres,good condition,Flat,5,131,Yes,exterior, floor 2,650000
1199,Barcelona,Nou Barris,Verdun,good condition,Penthouse,3,68,No,interior, floor 4,141000
1200,Barcelona,Sant Martí,la Verneda i la Pau,good condition,Flat,3,77,Yes,exterior, floor 3,169000
1201,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,2,96,Yes,exterior, floor 1,439000
1202,Barcelona,Sant Andreu,Sant Andreu,good condition,Flat,3,76,Yes,exterior, floor 2,218000
1203,Barcelona,Sant Andreu,el Congrés i els Indians,good condition,Flat,4,89,Yes,exterior, floor 4,264000
1204,Barcelona,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,good condition,Flat,3,117,Yes,exterior, floor 8,568000
1205,Barcelona,Sant Andreu,el Bon Pastor,good condition,Flat,3,68,No,exterior, floor 4,139000
1206,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,5,300,Yes,exterior,ground floor,3500000
1207,Barcelona,Sant Andreu,el Congrés i els Indians,good condition,Flat,2,79,Yes,exterior, floor 1,239000
1208,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,2,90,Yes,exterior, floor 4,800000
1209,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,203,Yes,exterior, floor 4,1790000
1210,Barcelona,Nou Barris,la Guineueta,good condition,Flat,4,94,Yes,exterior, floor 2,305000
1211,Barcelona,Sants-Montjuïc,Sants,good condition,Duplex,2,95,No,exterior, floor 1,367000
1212,Barcelona,Les Corts,la Maternitat i Sant Ramon,good condition,Flat,3,94,Yes,exterior, floor 1,425000
1213,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Flat,4,158,No,exterior, floor 2,540000
1214,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Penthouse,4,353,Yes,exterior, floor 7,3100000
1215,Barcelona,Les Corts,les Corts,good condition,Flat,4,121,Yes,exterior, floor 3,595000
1216,Barcelona,Eixample,la Sagrada Família,good condition,Flat,4,73,Yes,exterior, floor 1,267000
1217,Barcelona,Sarrià-Sant Gervasi,Vallvidrera - el Tibidabo i les Planes,good condition,Flat,3,116,No,exterior,ground floor,395000
1218,Barcelona,Les Corts,Pedralbes,good condition,Detached,6,800,No,exterior,Multiple,6500000
1219,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Flat,2,66,Yes,exterior, floor 1,425000
1220,Barcelona,Sants-Montjuïc,Hostafrancs,good condition,Penthouse,2,70,No,exterior, floor 2,460000
1221,Barcelona,Eixample,la Sagrada Família,good condition,Flat,2,62,Yes,exterior, floor 4,500000
1222,Barcelona,Sants-Montjuïc,Hostafrancs,good condition,Flat,2,70,Yes,exterior, floor 1,445000
1223,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,94,Yes,exterior, floor 6,500000
1224,Barcelona,Ciutat Vella,el Raval,good condition,Flat,1,49,No,exterior, floor 5,197500
1225,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,1,65,Yes,exterior, floor 2,340000
1226,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,good condition,Flat,2,110,Yes,exterior, floor 4,644000
1227,Barcelona,Les Corts,Pedralbes,good condition,Penthouse,5,147,Yes,exterior, floor 8,695000
1228,Barcelona,Gràcia,el Coll,good condition,Penthouse,2,89,Yes,exterior, floor 4,470000
1229,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,3,177,Yes,exterior, floor 1,1000000
1230,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,4,142,Yes,exterior, floor 3,595000
1231,Barcelona,Horta-Guinardó,Horta,good condition,Flat,3,70,No,interior, floor 3,209000
1232,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,4,201,Yes,exterior, floor 4,1360000
1233,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,89,Yes,exterior, floor 4,400000
1234,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,2,117,No,exterior, floor 2,470000
1235,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Flat,2,90,Yes,exterior, floor 3,445000
1236,Barcelona,Eixample,la Sagrada Família,good condition,Flat,4,90,Yes,exterior, floor 6,375000
1237,Barcelona,Eixample,Sant Antoni,good condition,Flat,2,120,Yes,exterior, floor 3,795000
1238,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,good condition,Flat,3,129,Yes,interior,ground floor,446000
1239,Barcelona,Eixample,la Sagrada Família,good condition,Flat,4,70,Yes,exterior, floor 6,255000
1240,Barcelona,Sant Andreu,Sant Andreu,good condition,Penthouse,2,159,Yes,exterior, floor 9,399900
1241,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Flat,2,130,Yes,exterior,ground floor,710000
1242,Barcelona,Eixample,la Sagrada Família,good condition,Flat,3,92,Yes,exterior, floor 1,360000
1243,Barcelona,Nou Barris,Porta,good condition,Flat,2,55,No,interior, floor 2,170000
1244,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,2,75,Yes,exterior, floor 2,435000
1245,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,1,68,Yes,exterior, floor 3,330000
1246,Barcelona,Ciutat Vella,el Raval,good condition,Flat,3,60,Yes,exterior, floor 2,249000
1247,Barcelona,Eixample,el Fort Pienc,good condition,Flat,4,60,Yes,interior, floor 1,210000
1248,Barcelona,Les Corts,les Corts,good condition,Flat,4,120,Yes,exterior, floor 1,498000
1249,Barcelona,Gràcia,Vallcarca i els Penitents,good condition,Flat,2,70,Yes,exterior, floor 2,428000
1250,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,good condition,Flat,4,106,Yes,exterior, floor 5,545000
1251,Barcelona,Ciutat Vella,el Raval,good condition,Flat,2,88,Yes,exterior,ground floor,285000
1252,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,good condition,Flat,4,170,No,exterior, floor 1,453000
1253,Barcelona,Les Corts,la Maternitat i Sant Ramon,good condition,Flat,4,108,Yes,exterior, floor 3,430000
1254,Barcelona,Gràcia,el Camp d'en Grassot i Gràcia Nova,good condition,Flat,2,63,Yes,exterior, floor 1,265000
1255,Barcelona,Sant Andreu,el Bon Pastor,good condition,Flat,3,110,Yes,exterior, floor 1,309000
1256,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,5,159,Yes,exterior, floor 4,840000
1257,Barcelona,Eixample,la Sagrada Família,good condition,Flat,3,96,Yes,exterior, floor 5,342000
1258,Barcelona,Sants-Montjuïc,Sants - Badal,good condition,Flat,4,77,Yes,exterior, floor 5,295000
1259,Barcelona,Nou Barris,la Trinitat Nova,good condition,Penthouse,3,55,No,exterior, floor 4,87000
1260,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,good condition,Flat,4,85,Yes,exterior, floor 3,298000
1261,Barcelona,Nou Barris,la Trinitat Nova,good condition,Flat,3,70,Yes,exterior, floor 2,140000
1262,Barcelona,Gràcia,el Camp d'en Grassot i Gràcia Nova,good condition,Flat,2,63,Yes,exterior, floor 2,295000
1263,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,118,Yes,exterior, floor 16,570000
1264,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,4,200,Yes,exterior, floor 1,1650000
1265,Barcelona,Sant Martí,Provençals del Poblenou,good condition,Flat,4,91,Yes,exterior, floor 5,285000
1266,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,4,117,Yes,exterior, floor 1,655000
1267,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Penthouse,2,121,Yes,interior, floor 5,1000000
1268,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,152,Yes,exterior, floor 1,1550000
1269,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,2,73,Yes,exterior, floor 7,395000
